date,channel,campaign,geo,creative_id,sessions,add_to_cart,begin_checkout,purchase,revenue
2024-01-02,Meta,Retargeting,AU,meta_c03,2,0,0,0,0.0
2024-01-02,Meta,Retargeting,AU,meta_c04,2,0,0,0,0.0
2024-01-02,Meta,Retargeting,AU,meta_c05,1,0,0,0,0.0
2024-01-02,Meta,Retargeting,AU,meta_c06,1,0,0,0,0.0
2024-01-02,Meta,Retargeting,DE,meta_c01,5,1,1,0,0.0
2024-01-02,Meta,Retargeting,DE,meta_c02,5,1,1,0,0.0
2024-01-02,Meta,Retargeting,DE,meta_c03,2,0,0,0,0.0
2024-01-02,Meta,Retargeting,DE,meta_c04,2,0,0,0,0.0
2024-01-02,Meta,Retargeting,DE,meta_c05,1,0,0,0,0.0
2024-01-02,Meta,Retargeting,DE,meta_c06,1,0,0,0,0.0
2024-01-02,Meta,Retargeting,PT,meta_c01,3,0,0,0,0.0
2024-01-02,Meta,Retargeting,PT,meta_c02,3,1,1,0,0.0
2024-01-02,Meta,Retargeting,PT,meta_c03,1,0,0,0,0.0
2024-01-02,Meta,Retargeting,PT,meta_c04,2,1,1,1,122.98
2024-01-02,Meta,Retargeting,PT,meta_c05,1,0,0,0,0.0
2024-01-02,Meta,Retargeting,PT,meta_c06,1,0,0,0,0.0
2024-01-02,Direct,Unattributed,Unknown,none,0,0,0,16,1967.63
2024-01-03,Google,Brand Search,US,goog_c01,43,8,7,4,488.39
2024-01-03,Google,Brand Search,US,goog_c02,38,7,6,2,244.19
2024-01-03,Google,Brand Search,UK,goog_c01,9,1,1,1,122.1
2024-01-03,Google,Brand Search,UK,goog_c02,10,2,2,1,122.1
2024-01-03,Google,Brand Search,CA,goog_c01,6,1,1,0,0.0
2024-01-03,Google,Brand Search,CA,goog_c02,4,1,1,0,0.0
2024-01-03,Google,Brand Search,AU,goog_c01,5,1,1,0,0.0
2024-01-03,Google,Brand Search,AU,goog_c02,5,2,2,1,122.1
2024-01-03,Google,Brand Search,DE,goog_c01,5,1,1,0,0.0
2024-01-03,Google,Brand Search,DE,goog_c02,4,1,1,1,122.1
2024-01-03,Google,Brand Search,PT,goog_c01,4,1,1,0,0.0
2024-01-03,Google,Brand Search,PT,goog_c02,3,1,1,0,0.0
2024-01-03,Google,Non-Brand Search,US,goog_c03,118,17,13,3,366.29
2024-01-03,Google,Non-Brand Search,US,goog_c04,97,13,10,0,0.0
2024-01-03,Google,Non-Brand Search,UK,goog_c03,24,4,3,0,0.0
2024-01-03,Google,Non-Brand Search,UK,goog_c04,30,5,3,0,0.0
2024-01-03,Google,Non-Brand Search,CA,goog_c03,23,3,2,2,244.19
2024-01-03,Google,Non-Brand Search,CA,goog_c04,14,2,1,0,0.0
2024-01-03,Google,Non-Brand Search,AU,goog_c03,20,3,2,0,0.0
2024-01-03,Google,Non-Brand Search,AU,goog_c04,17,3,2,0,0.0
2024-01-03,Google,Non-Brand Search,DE,goog_c03,15,2,1,0,0.0
2024-01-03,Google,Non-Brand Search,DE,goog_c04,18,3,2,1,122.1
2024-01-03,Google,Non-Brand Search,PT,goog_c03,11,3,3,2,244.19
2024-01-03,Google,Non-Brand Search,PT,goog_c04,11,2,1,1,122.1
2024-01-03,Google,Shopping,US,goog_c05,122,17,12,0,0.0
2024-01-03,Google,Shopping,US,goog_c06,125,18,12,5,610.49
2024-01-03,Google,Shopping,UK,goog_c05,25,3,2,0,0.0
2024-01-03,Google,Shopping,UK,goog_c06,25,3,2,0,0.0
2024-01-03,Google,Shopping,CA,goog_c05,20,3,2,1,122.1
2024-01-03,Google,Shopping,CA,goog_c06,25,4,3,0,0.0
2024-01-03,Google,Shopping,AU,goog_c05,15,2,2,1,122.1
2024-01-03,Google,Shopping,AU,goog_c06,18,2,1,0,0.0
2024-01-03,Google,Shopping,DE,goog_c05,13,2,1,0,0.0
2024-01-03,Google,Shopping,DE,goog_c06,11,2,1,0,0.0
2024-01-03,Google,Shopping,PT,goog_c05,9,1,1,0,0.0
2024-01-03,Google,Shopping,PT,goog_c06,10,1,1,0,0.0
2024-01-03,Google,Performance Max,US,goog_c07,174,35,20,1,122.1
2024-01-03,Google,Performance Max,US,goog_c08,180,35,20,3,366.29
2024-01-03,Google,Performance Max,UK,goog_c07,46,9,5,1,122.1
2024-01-03,Google,Performance Max,UK,goog_c08,41,7,4,0,0.0
2024-01-03,Google,Performance Max,CA,goog_c07,32,6,3,0,0.0
2024-01-03,Google,Performance Max,CA,goog_c08,28,5,3,0,0.0
2024-01-03,Google,Performance Max,AU,goog_c07,20,4,2,0,0.0
2024-01-03,Google,Performance Max,AU,goog_c08,23,4,2,0,0.0
2024-01-03,Google,Performance Max,DE,goog_c07,23,4,2,1,122.1
2024-01-03,Google,Performance Max,DE,goog_c08,25,5,3,0,0.0
2024-01-03,Google,Performance Max,PT,goog_c07,17,3,1,0,0.0
2024-01-03,Google,Performance Max,PT,goog_c08,14,3,2,0,0.0
2024-01-03,Meta,Prospecting,US,meta_c01,108,17,7,1,122.1
2024-01-03,Meta,Prospecting,US,meta_c02,107,20,9,0,0.0
2024-01-03,Meta,Prospecting,US,meta_c03,60,10,4,0,0.0
2024-01-03,Meta,Prospecting,US,meta_c04,57,10,4,0,0.0
2024-01-03,Meta,Prospecting,US,meta_c05,36,7,3,0,0.0
2024-01-03,Meta,Prospecting,US,meta_c06,37,6,3,0,0.0
2024-01-03,Meta,Prospecting,UK,meta_c01,24,4,2,0,0.0
2024-01-03,Meta,Prospecting,UK,meta_c02,29,5,2,0,0.0
2024-01-03,Meta,Prospecting,UK,meta_c03,15,3,1,0,0.0
2024-01-03,Meta,Prospecting,UK,meta_c04,13,2,1,0,0.0
2024-01-03,Meta,Prospecting,UK,meta_c05,7,1,0,0,0.0
2024-01-03,Meta,Prospecting,UK,meta_c06,9,2,1,0,0.0
2024-01-03,Meta,Prospecting,CA,meta_c01,13,2,1,0,0.0
2024-01-03,Meta,Prospecting,CA,meta_c02,19,3,1,0,0.0
2024-01-03,Meta,Prospecting,CA,meta_c03,8,2,1,0,0.0
2024-01-03,Meta,Prospecting,CA,meta_c04,7,1,0,0,0.0
2024-01-03,Meta,Prospecting,CA,meta_c05,7,1,0,0,0.0
2024-01-03,Meta,Prospecting,CA,meta_c06,5,1,0,0,0.0
2024-01-03,Meta,Prospecting,AU,meta_c01,17,3,2,1,122.1
2024-01-03,Meta,Prospecting,AU,meta_c02,19,3,1,0,0.0
2024-01-03,Meta,Prospecting,AU,meta_c03,10,2,1,0,0.0
2024-01-03,Meta,Prospecting,AU,meta_c04,9,1,0,0,0.0
2024-01-03,Meta,Prospecting,AU,meta_c05,6,1,0,0,0.0
2024-01-03,Meta,Prospecting,AU,meta_c06,5,1,0,0,0.0
2024-01-03,Meta,Prospecting,DE,meta_c01,11,2,1,0,0.0
2024-01-03,Meta,Prospecting,DE,meta_c02,15,2,1,0,0.0
2024-01-03,Meta,Prospecting,DE,meta_c03,7,1,1,0,0.0
2024-01-03,Meta,Prospecting,DE,meta_c04,7,1,0,0,0.0
2024-01-03,Meta,Prospecting,DE,meta_c05,6,1,0,0,0.0
2024-01-03,Meta,Prospecting,DE,meta_c06,4,1,0,0,0.0
2024-01-03,Meta,Prospecting,PT,meta_c01,10,2,1,0,0.0
2024-01-03,Meta,Prospecting,PT,meta_c02,11,2,1,1,122.1
2024-01-03,Meta,Prospecting,PT,meta_c03,4,1,0,0,0.0
2024-01-03,Meta,Prospecting,PT,meta_c04,5,1,0,0,0.0
2024-01-03,Meta,Prospecting,PT,meta_c05,3,0,0,0,0.0
2024-01-03,Meta,Prospecting,PT,meta_c06,3,0,0,0,0.0
2024-01-03,Meta,Retargeting,US,meta_c01,49,9,7,3,366.29
2024-01-03,Meta,Retargeting,US,meta_c02,44,7,4,1,122.1
2024-01-03,Meta,Retargeting,US,meta_c03,16,2,1,0,0.0
2024-01-03,Meta,Retargeting,US,meta_c04,17,3,2,0,0.0
2024-01-03,Meta,Retargeting,US,meta_c05,12,2,1,0,0.0
2024-01-03,Meta,Retargeting,US,meta_c06,6,1,1,0,0.0
2024-01-03,Meta,Retargeting,UK,meta_c01,10,2,1,0,0.0
2024-01-03,Meta,Retargeting,UK,meta_c02,10,1,1,0,0.0
2024-01-03,Meta,Retargeting,UK,meta_c03,5,1,1,0,0.0
2024-01-03,Meta,Retargeting,UK,meta_c04,5,1,1,0,0.0
2024-01-03,Meta,Retargeting,UK,meta_c05,2,0,0,0,0.0
2024-01-03,Meta,Retargeting,UK,meta_c06,2,0,0,0,0.0
2024-01-03,Meta,Retargeting,CA,meta_c01,8,1,1,0,0.0
2024-01-03,Meta,Retargeting,CA,meta_c02,6,1,1,0,0.0
2024-01-03,Meta,Retargeting,CA,meta_c03,3,0,0,0,0.0
2024-01-03,Meta,Retargeting,CA,meta_c04,3,0,0,0,0.0
2024-01-03,Meta,Retargeting,CA,meta_c05,2,0,0,0,0.0
2024-01-03,Meta,Retargeting,CA,meta_c06,1,0,0,0,0.0
2024-01-03,Meta,Retargeting,AU,meta_c01,7,1,1,0,0.0
2024-01-03,Meta,Retargeting,AU,meta_c02,6,1,1,0,0.0
2024-01-03,Meta,Retargeting,AU,meta_c03,2,0,0,0,0.0
2024-01-03,Meta,Retargeting,AU,meta_c04,2,0,0,0,0.0
2024-01-03,Meta,Retargeting,AU,meta_c05,1,0,0,0,0.0
2024-01-03,Meta,Retargeting,AU,meta_c06,1,0,0,0,0.0
2024-01-03,Meta,Retargeting,DE,meta_c01,6,1,1,0,0.0
2024-01-03,Meta,Retargeting,DE,meta_c02,4,1,1,0,0.0
2024-01-03,Meta,Retargeting,DE,meta_c03,2,0,0,0,0.0
2024-01-03,Meta,Retargeting,DE,meta_c04,2,0,0,0,0.0
2024-01-03,Meta,Retargeting,DE,meta_c05,1,0,0,0,0.0
2024-01-03,Meta,Retargeting,DE,meta_c06,1,0,0,0,0.0
2024-01-03,Meta,Retargeting,PT,meta_c01,4,1,1,0,0.0
2024-01-03,Meta,Retargeting,PT,meta_c02,3,1,1,0,0.0
2024-01-03,Meta,Retargeting,PT,meta_c03,1,0,0,0,0.0
2024-01-03,Meta,Retargeting,PT,meta_c04,1,0,0,0,0.0
2024-01-03,Meta,Retargeting,PT,meta_c05,1,0,0,0,0.0
2024-01-03,Meta,Retargeting,PT,meta_c06,1,0,0,0,0.0
2024-01-03,Direct,Unattributed,Unknown,none,0,0,0,22,2686.14
2024-01-04,Google,Brand Search,US,goog_c01,46,7,7,5,613.52
2024-01-04,Google,Brand Search,US,goog_c02,34,7,5,0,0.0
2024-01-04,Google,Brand Search,UK,goog_c01,12,2,2,1,122.7
2024-01-04,Google,Brand Search,UK,goog_c02,9,1,1,1,122.7
2024-01-04,Google,Brand Search,CA,goog_c01,6,1,1,1,122.7
2024-01-04,Google,Brand Search,CA,goog_c02,4,1,1,0,0.0
