date,channel,campaign,geo,creative_id,impressions,clicks,cost,sessions,add_to_cart,begin_checkout,purchase,revenue,ctr,cvr,roas,cpa,cpc,atc_to_purchase_rate,attribution_type,tracking_period
2024-01-01,Google,Non-Brand Search,PT,goog_c03,151,9,8.83,8,1,1,0,0.0,0.0596,0.0,0.0,,0.9811,0.0,attributed,pre_fix
2024-01-01,Google,Non-Brand Search,PT,goog_c04,131,8,8.21,7,2,2,1,119.72,0.06107,0.14286,14.5822,8.21,1.0263,0.5,attributed,pre_fix
2024-01-01,Google,Non-Brand Search,UK,goog_c03,776,23,26.63,19,3,2,0,0.0,0.02964,0.0,0.0,,1.1578,0.0,attributed,pre_fix
2024-01-01,Google,Non-Brand Search,UK,goog_c04,1024,28,26.06,23,4,3,0,0.0,0.02734,0.0,0.0,,0.9307,0.0,attributed,pre_fix
2024-01-01,Google,Non-Brand Search,US,goog_c03,3429,115,103.83,105,15,10,0,0.0,0.03354,0.0,0.0,,0.9029,0.0,attributed,pre_fix
2024-01-01,Google,Non-Brand Search,US,goog_c04,3679,104,98.01,87,15,13,0,0.0,0.02827,0.0,0.0,,0.9424,0.0,attributed,pre_fix
2024-01-01,Google,Performance Max,AU,goog_c07,2749,20,16.85,17,4,2,0,0.0,0.00728,0.0,0.0,,0.8425,0.0,attributed,pre_fix
2024-01-01,Google,Performance Max,AU,goog_c08,3328,22,17.35,19,4,2,0,0.0,0.00661,0.0,0.0,,0.7886,0.0,attributed,pre_fix
2024-01-01,Google,Performance Max,CA,goog_c07,4335,33,25.59,29,5,3,0,0.0,0.00761,0.0,0.0,,0.7755,0.0,attributed,pre_fix
2024-01-01,Google,Performance Max,CA,goog_c08,3596,27,21.92,23,4,2,0,0.0,0.00751,0.0,0.0,,0.8119,0.0,attributed,pre_fix
2024-01-01,Google,Performance Max,DE,goog_c07,4176,26,19.43,23,5,3,0,0.0,0.00623,0.0,0.0,,0.7473,0.0,attributed,pre_fix
2024-01-01,Google,Performance Max,DE,goog_c08,3135,20,17.3,18,4,2,0,0.0,0.00638,0.0,0.0,,0.865,0.0,attributed,pre_fix
2024-01-01,Google,Performance Max,PT,goog_c07,1111,17,12.03,16,3,2,0,0.0,0.0153,0.0,0.0,,0.7076,0.0,attributed,pre_fix
2024-01-01,Google,Performance Max,PT,goog_c08,1015,16,12.21,15,3,2,0,0.0,0.01576,0.0,0.0,,0.7631,0.0,attributed,pre_fix
2024-01-01,Google,Performance Max,UK,goog_c07,8162,54,43.2,51,11,5,0,0.0,0.00662,0.0,0.0,,0.8,0.0,attributed,pre_fix
2024-01-01,Google,Performance Max,UK,goog_c08,4747,34,30.9,31,6,3,0,0.0,0.00716,0.0,0.0,,0.9088,0.0,attributed,pre_fix
2024-01-01,Google,Performance Max,US,goog_c07,22839,192,144.85,164,31,17,2,239.43,0.00841,0.0122,1.653,72.43,0.7544,0.06452,attributed,pre_fix
2024-01-01,Google,Performance Max,US,goog_c08,21890,164,117.11,143,29,17,0,0.0,0.00749,0.0,0.0,,0.7141,0.0,attributed,pre_fix
2024-01-01,Google,Shopping,AU,goog_c05,1720,19,10.98,17,2,1,0,0.0,0.01105,0.0,0.0,,0.5779,0.0,attributed,pre_fix
2024-01-01,Google,Shopping,AU,goog_c06,1687,20,11.07,18,2,1,0,0.0,0.01186,0.0,0.0,,0.5535,0.0,attributed,pre_fix
2024-01-01,Google,Shopping,CA,goog_c05,1171,18,12.03,17,2,2,0,0.0,0.01537,0.0,0.0,,0.6683,0.0,attributed,pre_fix
2024-01-01,Google,Shopping,CA,goog_c06,1554,19,12.0,17,2,2,1,119.72,0.01223,0.05882,9.9767,12.0,0.6316,0.5,attributed,pre_fix
2024-01-01,Google,Shopping,DE,goog_c05,1425,19,10.89,17,3,2,0,0.0,0.01333,0.0,0.0,,0.5732,0.0,attributed,pre_fix
2024-01-01,Google,Shopping,DE,goog_c06,1137,15,10.62,12,2,2,0,0.0,0.01319,0.0,0.0,,0.708,0.0,attributed,pre_fix
2024-01-01,Google,Shopping,PT,goog_c05,367,10,6.71,9,3,3,2,239.43,0.02725,0.22222,35.6826,3.36,0.671,0.66667,attributed,pre_fix
2024-01-01,Google,Shopping,PT,goog_c06,515,13,7.71,12,2,1,0,0.0,0.02524,0.0,0.0,,0.5931,0.0,attributed,pre_fix
2024-01-01,Google,Shopping,UK,goog_c05,2004,29,17.84,25,3,2,0,0.0,0.01447,0.0,0.0,,0.6152,0.0,attributed,pre_fix
2024-01-01,Google,Shopping,UK,goog_c06,1862,27,18.27,25,4,3,0,0.0,0.0145,0.0,0.0,,0.6767,0.0,attributed,pre_fix
2024-01-01,Google,Shopping,US,goog_c05,9183,120,82.55,105,15,9,2,239.43,0.01307,0.01905,2.9004,41.28,0.6879,0.13333,attributed,pre_fix
2024-01-01,Google,Shopping,US,goog_c06,10548,146,79.39,121,17,13,0,0.0,0.01384,0.0,0.0,,0.5438,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,AU,meta_c01,1212,13,6.87,11,2,1,0,0.0,0.01073,0.0,0.0,,0.5285,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,AU,meta_c02,1625,17,7.82,15,2,1,0,0.0,0.01046,0.0,0.0,,0.46,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,AU,meta_c03,895,8,3.76,8,1,0,0,0.0,0.00894,0.0,0.0,,0.47,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,AU,meta_c04,718,7,3.22,6,1,1,0,0.0,0.00975,0.0,0.0,,0.46,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,AU,meta_c05,483,5,2.28,5,1,1,0,0.0,0.01035,0.0,0.0,,0.456,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,AU,meta_c06,512,5,1.99,5,1,0,0,0.0,0.00977,0.0,0.0,,0.398,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,CA,meta_c01,1477,17,8.45,16,3,1,0,0.0,0.01151,0.0,0.0,,0.4971,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,CA,meta_c02,1712,19,8.39,16,3,1,1,119.72,0.0111,0.0625,14.2694,8.39,0.4416,0.33333,attributed,pre_fix
2024-01-01,Meta,Prospecting,CA,meta_c03,745,8,3.84,7,1,0,0,0.0,0.01074,0.0,0.0,,0.48,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,CA,meta_c04,988,10,4.1,9,1,0,0,0.0,0.01012,0.0,0.0,,0.41,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,CA,meta_c05,567,6,2.63,5,1,0,0,0.0,0.01058,0.0,0.0,,0.4383,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,CA,meta_c06,571,6,2.66,5,1,0,0,0.0,0.01051,0.0,0.0,,0.4433,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,DE,meta_c01,1379,13,5.73,11,2,1,0,0.0,0.00943,0.0,0.0,,0.4408,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,DE,meta_c02,1054,11,6.55,10,2,1,0,0.0,0.01044,0.0,0.0,,0.5955,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,DE,meta_c03,784,8,3.63,7,1,0,0,0.0,0.0102,0.0,0.0,,0.4538,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,DE,meta_c04,575,6,2.95,6,1,0,0,0.0,0.01043,0.0,0.0,,0.4917,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,DE,meta_c05,422,4,2.19,3,0,0,0,0.0,0.00948,0.0,0.0,,0.5475,,attributed,pre_fix
2024-01-01,Meta,Prospecting,DE,meta_c06,428,4,1.96,4,1,0,0,0.0,0.00935,0.0,0.0,,0.49,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,PT,meta_c01,410,10,4.65,8,1,0,0,0.0,0.02439,0.0,0.0,,0.465,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,PT,meta_c02,500,11,5.0,10,1,0,0,0.0,0.022,0.0,0.0,,0.4545,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,PT,meta_c03,245,6,2.51,5,1,0,0,0.0,0.02449,0.0,0.0,,0.4183,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,PT,meta_c04,211,5,2.15,5,1,0,0,0.0,0.0237,0.0,0.0,,0.43,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,PT,meta_c05,144,3,1.59,3,1,0,0,0.0,0.02083,0.0,0.0,,0.53,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,PT,meta_c06,130,3,1.27,3,1,1,0,0.0,0.02308,0.0,0.0,,0.4233,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,UK,meta_c01,2692,31,12.84,28,5,2,0,0.0,0.01152,0.0,0.0,,0.4142,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,UK,meta_c02,2959,33,13.24,31,5,2,0,0.0,0.01115,0.0,0.0,,0.4012,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,UK,meta_c03,1503,16,7.21,14,3,1,0,0.0,0.01065,0.0,0.0,,0.4506,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,UK,meta_c04,1023,11,6.57,9,2,1,0,0.0,0.01075,0.0,0.0,,0.5973,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,UK,meta_c05,943,10,4.26,9,2,1,0,0.0,0.0106,0.0,0.0,,0.426,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,UK,meta_c06,812,9,4.21,8,1,0,0,0.0,0.01108,0.0,0.0,,0.4678,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,US,meta_c01,7324,82,45.2,71,13,5,0,0.0,0.0112,0.0,0.0,,0.5512,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,US,meta_c02,9749,115,53.65,102,17,9,1,119.72,0.0118,0.0098,2.2315,53.65,0.4665,0.05882,attributed,pre_fix
2024-01-01,Meta,Prospecting,US,meta_c03,5387,65,25.74,59,9,4,0,0.0,0.01207,0.0,0.0,,0.396,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,US,meta_c04,4146,53,22.63,47,8,4,0,0.0,0.01278,0.0,0.0,,0.427,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,US,meta_c05,3028,32,14.87,26,4,2,0,0.0,0.01057,0.0,0.0,,0.4647,0.0,attributed,pre_fix
2024-01-01,Meta,Prospecting,US,meta_c06,1891,26,12.39,23,3,1,0,0.0,0.01375,0.0,0.0,,0.4765,0.0,attributed,pre_fix
2024-01-01,Meta,Retargeting,AU,meta_c01,334,7,3.7,6,1,1,0,0.0,0.02096,0.0,0.0,,0.5286,0.0,attributed,pre_fix
2024-01-01,Meta,Retargeting,AU,meta_c02,234,5,3.64,4,1,1,0,0.0,0.02137,0.0,0.0,,0.728,0.0,attributed,pre_fix
2024-01-01,Meta,Retargeting,AU,meta_c03,93,2,1.31,2,0,0,0,0.0,0.02151,0.0,0.0,,0.655,,attributed,pre_fix
2024-01-01,Meta,Retargeting,AU,meta_c04,98,2,1.23,2,0,0,0,0.0,0.02041,0.0,0.0,,0.615,,attributed,pre_fix
2024-01-01,Meta,Retargeting,AU,meta_c05,90,2,0.79,2,1,1,0,0.0,0.02222,0.0,0.0,,0.395,0.0,attributed,pre_fix
2024-01-01,Meta,Retargeting,AU,meta_c06,48,1,0.68,1,0,0,0,0.0,0.02083,0.0,0.0,,0.68,,attributed,pre_fix
2024-01-01,Meta,Retargeting,CA,meta_c01,321,7,3.87,6,1,1,0,0.0,0.02181,0.0,0.0,,0.5529,0.0,attributed,pre_fix
2024-01-01,Meta,Retargeting,CA,meta_c02,252,6,3.69,5,1,1,0,0.0,0.02381,0.0,0.0,,0.615,0.0,attributed,pre_fix
2024-01-01,Meta,Retargeting,CA,meta_c03,86,2,1.4,2,0,0,0,0.0,0.02326,0.0,0.0,,0.7,,attributed,pre_fix
2024-01-01,Meta,Retargeting,CA,meta_c04,103,2,1.37,2,0,0,0,0.0,0.01942,0.0,0.0,,0.685,,attributed,pre_fix
2024-01-01,Meta,Retargeting,CA,meta_c05,91,2,0.81,2,0,0,0,0.0,0.02198,0.0,0.0,,0.405,,attributed,pre_fix
2024-01-01,Meta,Retargeting,CA,meta_c06,45,1,0.7,1,0,0,0,0.0,0.02222,0.0,0.0,,0.7,,attributed,pre_fix
2024-01-01,Meta,Retargeting,DE,meta_c01,291,6,3.76,5,1,1,0,0.0,0.02062,0.0,0.0,,0.6267,0.0,attributed,pre_fix
2024-01-01,Meta,Retargeting,DE,meta_c02,291,6,3.51,5,1,1,0,0.0,0.02062,0.0,0.0,,0.585,0.0,attributed,pre_fix
2024-01-01,Meta,Retargeting,DE,meta_c03,93,2,1.33,2,0,0,0,0.0,0.02151,0.0,0.0,,0.665,,attributed,pre_fix
2024-01-01,Meta,Retargeting,DE,meta_c04,94,2,1.28,2,0,0,0,0.0,0.02128,0.0,0.0,,0.64,,attributed,pre_fix
2024-01-01,Meta,Retargeting,DE,meta_c05,47,1,0.84,1,0,0,0,0.0,0.02128,0.0,0.0,,0.84,,attributed,pre_fix
2024-01-01,Meta,Retargeting,DE,meta_c06,46,1,0.65,1,0,0,0,0.0,0.02174,0.0,0.0,,0.65,,attributed,pre_fix
2024-01-01,Meta,Retargeting,PT,meta_c01,84,4,2.31,3,0,0,0,0.0,0.04762,0.0,0.0,,0.5775,,attributed,pre_fix
2024-01-01,Meta,Retargeting,PT,meta_c02,80,4,2.27,4,1,1,0,0.0,0.05,0.0,0.0,,0.5675,0.0,attributed,pre_fix
2024-01-01,Meta,Retargeting,PT,meta_c03,20,1,0.8,1,0,0,0,0.0,0.05,0.0,0.0,,0.8,,attributed,pre_fix
2024-01-01,Meta,Retargeting,PT,meta_c04,19,1,0.8,1,0,0,0,0.0,0.05263,0.0,0.0,,0.8,,attributed,pre_fix
2024-01-01,Meta,Retargeting,PT,meta_c05,21,1,0.54,1,0,0,0,0.0,0.04762,0.0,0.0,,0.54,,attributed,pre_fix
2024-01-01,Meta,Retargeting,PT,meta_c06,20,1,0.42,1,0,0,0,0.0,0.05,0.0,0.0,,0.42,,attributed,pre_fix
2024-01-01,Meta,Retargeting,UK,meta_c01,459,11,6.65,9,1,1,0,0.0,0.02397,0.0,0.0,,0.6045,0.0,attributed,pre_fix
2024-01-01,Meta,Retargeting,UK,meta_c02,536,11,6.87,9,1,1,0,0.0,0.02052,0.0,0.0,,0.6245,0.0,attributed,pre_fix
2024-01-01,Meta,Retargeting,UK,meta_c03,155,4,2.15,3,0,0,0,0.0,0.02581,0.0,0.0,,0.5375,,attributed,pre_fix
2024-01-01,Meta,Retargeting,UK,meta_c04,217,5,2.44,5,1,1,0,0.0,0.02304,0.0,0.0,,0.488,0.0,attributed,pre_fix
2024-01-01,Meta,Retargeting,UK,meta_c05,121,3,1.47,3,0,0,0,0.0,0.02479,0.0,0.0,,0.49,,attributed,pre_fix
2024-01-01,Meta,Retargeting,UK,meta_c06,85,2,1.24,2,0,0,0,0.0,0.02353,0.0,0.0,,0.62,,attributed,pre_fix
2024-01-01,Meta,Retargeting,US,meta_c01,2106,55,29.92,50,7,5,1,119.72,0.02612,0.02,4.0013,29.92,0.544,0.14286,attributed,pre_fix
2024-01-01,Meta,Retargeting,US,meta_c02,2206,56,28.74,53,8,6,0,0.0,0.02539,0.0,0.0,,0.5132,0.0,attributed,pre_fix
2024-01-01,Meta,Retargeting,US,meta_c03,641,16,10.27,14,2,1,0,0.0,0.02496,0.0,0.0,,0.6419,0.0,attributed,pre_fix
2024-01-01,Meta,Retargeting,US,meta_c04,684,16,9.41,14,2,1,0,0.0,0.02339,0.0,0.0,,0.5881,0.0,attributed,pre_fix
2024-01-01,Meta,Retargeting,US,meta_c05,339,9,5.44,8,1,1,0,0.0,0.02655,0.0,0.0,,0.6044,0.0,attributed,pre_fix
2024-01-01,Meta,Retargeting,US,meta_c06,334,9,5.21,8,1,1,1,119.72,0.02695,0.125,22.9789,5.21,0.5789,1.0,attributed,pre_fix
2024-01-02,Direct,Unattributed,Unknown,none,0,0,0.0,0,0,0,16,1967.63,,,,0.0,,,unattributed,pre_fix
2024-01-02,Google,Brand Search,AU,goog_c01,76,6,11.31,5,2,2,1,122.98,0.07895,0.2,10.8736,11.31,1.885,0.5,attributed,pre_fix
2024-01-02,Google,Brand Search,AU,goog_c02,69,5,9.95,4,1,1,0,0.0,0.07246,0.0,0.0,,1.99,0.0,attributed,pre_fix
2024-01-02,Google,Brand Search,CA,goog_c01,89,7,11.35,7,1,1,0,0.0,0.07865,0.0,0.0,,1.6214,0.0,attributed,pre_fix
2024-01-02,Google,Brand Search,CA,goog_c02,82,6,9.71,5,1,1,0,0.0,0.07317,0.0,0.0,,1.6183,0.0,attributed,pre_fix
2024-01-02,Google,Brand Search,DE,goog_c01,85,6,9.78,5,1,1,0,0.0,0.07059,0.0,0.0,,1.63,0.0,attributed,pre_fix
2024-01-02,Google,Brand Search,DE,goog_c02,73,5,8.28,5,1,1,0,0.0,0.06849,0.0,0.0,,1.656,0.0,attributed,pre_fix
2024-01-02,Google,Brand Search,PT,goog_c01,19,3,6.59,3,1,1,0,0.0,0.15789,0.0,0.0,,2.1967,0.0,attributed,pre_fix
2024-01-02,Google,Brand Search,PT,goog_c02,19,3,5.28,3,1,1,1,122.98,0.15789,0.33333,23.2917,5.28,1.76,1.0,attributed,pre_fix
2024-01-02,Google,Brand Search,UK,goog_c01,112,9,18.36,8,1,1,0,0.0,0.08036,0.0,0.0,,2.04,0.0,attributed,pre_fix
2024-01-02,Google,Brand Search,UK,goog_c02,122,10,17.43,9,1,1,0,0.0,0.08197,0.0,0.0,,1.743,0.0,attributed,pre_fix
2024-01-02,Google,Brand Search,US,goog_c01,525,46,87.79,39,6,5,3,368.93,0.08762,0.07692,4.2024,29.26,1.9085,0.5,attributed,pre_fix
2024-01-02,Google,Brand Search,US,goog_c02,427,41,67.72,35,6,5,0,0.0,0.09602,0.0,0.0,,1.6517,0.0,attributed,pre_fix
2024-01-02,Google,Non-Brand Search,AU,goog_c03,593,17,16.22,15,2,2,1,122.98,0.02867,0.06667,7.582,16.22,0.9541,0.5,attributed,pre_fix
2024-01-02,Google,Non-Brand Search,AU,goog_c04,581,15,13.26,13,2,1,0,0.0,0.02582,0.0,0.0,,0.884,0.0,attributed,pre_fix
2024-01-02,Google,Non-Brand Search,CA,goog_c03,734,20,17.4,18,2,1,0,0.0,0.02725,0.0,0.0,,0.87,0.0,attributed,pre_fix
2024-01-02,Google,Non-Brand Search,CA,goog_c04,669,18,15.72,16,3,2,0,0.0,0.02691,0.0,0.0,,0.8733,0.0,attributed,pre_fix
2024-01-02,Google,Non-Brand Search,DE,goog_c03,718,18,15.14,16,3,2,1,122.98,0.02507,0.0625,8.1229,15.14,0.8411,0.33333,attributed,pre_fix
2024-01-02,Google,Non-Brand Search,DE,goog_c04,605,15,13.64,13,2,1,0,0.0,0.02479,0.0,0.0,,0.9093,0.0,attributed,pre_fix
2024-01-02,Google,Non-Brand Search,PT,goog_c03,142,9,9.71,8,1,1,0,0.0,0.06338,0.0,0.0,,1.0789,0.0,attributed,pre_fix
2024-01-02,Google,Non-Brand Search,PT,goog_c04,203,12,10.47,10,2,1,0,0.0,0.05911,0.0,0.0,,0.8725,0.0,attributed,pre_fix
2024-01-02,Google,Non-Brand Search,UK,goog_c03,784,26,25.87,23,3,2,0,0.0,0.03316,0.0,0.0,,0.995,0.0,attributed,pre_fix
2024-01-02,Google,Non-Brand Search,UK,goog_c04,769,20,21.48,16,2,2,0,0.0,0.02601,0.0,0.0,,1.074,0.0,attributed,pre_fix
2024-01-02,Google,Non-Brand Search,US,goog_c03,4325,134,116.63,110,16,12,2,245.95,0.03098,0.01818,2.1088,58.32,0.8704,0.125,attributed,pre_fix
2024-01-02,Google,Non-Brand Search,US,goog_c04,5467,157,122.99,132,20,14,2,245.95,0.02872,0.01515,1.9998,61.5,0.7834,0.1,attributed,pre_fix
2024-01-02,Google,Performance Max,AU,goog_c07,3882,27,19.4,21,5,2,0,0.0,0.00696,0.0,0.0,,0.7185,0.0,attributed,pre_fix
2024-01-02,Google,Performance Max,AU,goog_c08,3357,24,16.11,22,4,2,0,0.0,0.00715,0.0,0.0,,0.6713,0.0,attributed,pre_fix
2024-01-02,Google,Performance Max,CA,goog_c07,4502,32,24.82,30,6,4,1,122.98,0.00711,0.03333,4.9549,24.82,0.7756,0.16667,attributed,pre_fix
2024-01-02,Google,Performance Max,CA,goog_c08,3208,24,19.87,22,4,2,0,0.0,0.00748,0.0,0.0,,0.8279,0.0,attributed,pre_fix
2024-01-02,Google,Performance Max,DE,goog_c07,3725,25,19.04,21,4,2,0,0.0,0.00671,0.0,0.0,,0.7616,0.0,attributed,pre_fix
2024-01-02,Google,Performance Max,DE,goog_c08,3558,22,16.46,20,4,2,0,0.0,0.00618,0.0,0.0,,0.7482,0.0,attributed,pre_fix
2024-01-02,Google,Performance Max,PT,goog_c07,1394,19,13.93,17,3,2,0,0.0,0.01363,0.0,0.0,,0.7332,0.0,attributed,pre_fix
2024-01-02,Google,Performance Max,PT,goog_c08,926,13,12.53,12,2,1,0,0.0,0.01404,0.0,0.0,,0.9638,0.0,attributed,pre_fix
2024-01-02,Google,Performance Max,UK,goog_c07,4982,38,34.46,33,6,3,1,122.98,0.00763,0.0303,3.5688,34.46,0.9068,0.16667,attributed,pre_fix
2024-01-02,Google,Performance Max,UK,goog_c08,5499,41,28.55,37,7,4,0,0.0,0.00746,0.0,0.0,,0.6963,0.0,attributed,pre_fix
2024-01-02,Google,Performance Max,US,goog_c07,24540,204,155.71,179,37,22,4,491.91,0.00831,0.02235,3.1591,38.93,0.7633,0.10811,attributed,pre_fix
2024-01-02,Google,Performance Max,US,goog_c08,20381,161,128.37,144,29,16,1,122.98,0.0079,0.00694,0.958,128.37,0.7973,0.03448,attributed,pre_fix
2024-01-02,Google,Shopping,AU,goog_c05,1646,21,12.87,18,2,1,0,0.0,0.01276,0.0,0.0,,0.6129,0.0,attributed,pre_fix
2024-01-02,Google,Shopping,AU,goog_c06,1411,18,10.73,16,2,1,0,0.0,0.01276,0.0,0.0,,0.5961,0.0,attributed,pre_fix
2024-01-02,Google,Shopping,CA,goog_c05,1929,26,13.76,22,3,2,0,0.0,0.01348,0.0,0.0,,0.5292,0.0,attributed,pre_fix
2024-01-02,Google,Shopping,CA,goog_c06,1839,24,14.86,22,3,2,0,0.0,0.01305,0.0,0.0,,0.6192,0.0,attributed,pre_fix
2024-01-02,Google,Shopping,DE,goog_c05,1333,15,9.34,13,2,1,0,0.0,0.01125,0.0,0.0,,0.6227,0.0,attributed,pre_fix
2024-01-02,Google,Shopping,DE,goog_c06,1552,16,9.63,14,2,2,0,0.0,0.01031,0.0,0.0,,0.6019,0.0,attributed,pre_fix
2024-01-02,Google,Shopping,PT,goog_c05,356,10,6.73,9,1,1,0,0.0,0.02809,0.0,0.0,,0.673,0.0,attributed,pre_fix
2024-01-02,Google,Shopping,PT,goog_c06,330,10,6.82,8,1,1,0,0.0,0.0303,0.0,0.0,,0.682,0.0,attributed,pre_fix
2024-01-02,Google,Shopping,UK,goog_c05,2201,31,20.91,25,4,2,0,0.0,0.01408,0.0,0.0,,0.6745,0.0,attributed,pre_fix
2024-01-02,Google,Shopping,UK,goog_c06,2797,35,21.6,29,4,3,0,0.0,0.01251,0.0,0.0,,0.6171,0.0,attributed,pre_fix
2024-01-02,Google,Shopping,US,goog_c05,6844,103,73.4,81,11,7,3,368.93,0.01505,0.03704,5.0263,24.47,0.7126,0.27273,attributed,pre_fix
2024-01-02,Google,Shopping,US,goog_c06,7615,117,81.05,106,15,9,0,0.0,0.01536,0.0,0.0,,0.6927,0.0,attributed,pre_fix
2024-01-02,Meta,Prospecting,AU,meta_c01,1695,16,7.45,14,2,1,0,0.0,0.00944,0.0,0.0,,0.4656,0.0,attributed,pre_fix
2024-01-02,Meta,Prospecting,AU,meta_c02,1753,18,8.44,15,3,1,0,0.0,0.01027,0.0,0.0,,0.4689,0.0,attributed,pre_fix
2024-01-02,Meta,Prospecting,AU,meta_c03,849,9,4.13,8,1,0,0,0.0,0.0106,0.0,0.0,,0.4589,0.0,attributed,pre_fix
2024-01-02,Meta,Prospecting,AU,meta_c04,654,7,3.62,6,1,0,0,0.0,0.0107,0.0,0.0,,0.5171,0.0,attributed,pre_fix
2024-01-02,Meta,Prospecting,AU,meta_c05,667,6,2.51,5,1,0,0,0.0,0.009,0.0,0.0,,0.4183,0.0,attributed,pre_fix
